journal,year,title,abstract,doi,relevance_score
el,2011,Distributional impacts of a local living wage increase with ability sorting,NA,https://doi.org/10.1016/j.econlet.2011.05.035,49.47158
oep,2018,Diverging trends of wage inequality in Europe,"Abstract Since the middle/end of the 2000s wage inequality has increased in some European countries (such as Portugal or the UK) and decreased in others (especially in Hungary and Poland). In this article, we analyse the role of the minimum wage and of workers’ and firms’ observed characteristics behind these diverging trends in wage inequality. Our findings indicate that compositional changes as regards education are a key factor pushing up inequality in the majority of the countries, but particularly in Italy and Portugal. Other factors either contribute to increased or decreased inequality, specifically minimum wage changes, the percentage of non-native employees and native wage premiums. Minimum wage changes seem to be of crucial importance in Greece, Hungary and Poland. Finally, the presence of non-natives in the labour market is a key determinant in the UK, but also to some extent in Austria and Hungary.",https://doi.org/10.1093/oep/gpy072,48.227585
ilr,2015,When Good Measurement Goes Wrong,"Hoffman’s (2015) replication of Sabia, Burkhauser, and Hansen (SBH 2012) suggests that “unlucky” measurement error in low-skilled employment in the Current Population Survey Outgoing Rotation Groups (CPS-ORG) led SBH to produce upwardly biased estimates of the labor demand effects of the 2005 to 2006 New York State minimum wage increase. This study replicates Hoffman’s preferred policy estimates from the full CPS and finds evidence that the parallel trends assumption underlying his difference-in-difference approach is violated. When a synthetic control state with pretreatment employment trends similar to those in New York is constructed, this study estimates a relatively large negative employment elasticity with respect to the minimum wage for low-skilled individuals (–0.5), similar to the estimate SBH obtained using the CPS-ORG (–0.6).",https://doi.org/10.1177/0019793915610557,45.039425
ilr,2017,The Perfect Storm: Graduating during a Recession in a Segmented Labor Market,"Using Spanish Social Security data merged with Labor Force Survey data, this article analyzes the effects of entry labor market conditions on workers’ careers two to three decades after graduating in Spain, a country well known for its highly segmented labor market and rigid labor market institutions. In contrast to more flexible labor markets such as in the United States or Canada, the authors find that following a recession the annual earnings losses of individuals without a university degree are greater and more persistent than those of college graduates. For workers without a college degree, the effect is driven by a lower likelihood of employment. For college graduates, the negative impact on earnings is driven by both a higher probability of non-employment and employment in jobs with fixed-term contracts. Although a negative shock increases mobility of college graduates across firms and industries, no earnings recovery occurs for the individual, just secondary labor market job churning. Results are consistent with the tight regulations of the Spanish labor market, such as binding minimum wages and downward wage rigidity caused by collective bargaining agreements.",https://doi.org/10.1177/0019793917714205,44.329365
obes,2017,Low Paid Employment in Britain: Estimating State‐Dependence and Stepping Stone Effects,"Abstract Using 18 waves of the British Household Panel Study, this paper examines state‐dependence and stepping stone effects of low pay. The results show that both state‐dependence and stepping stone effects of low pay are present. However, there is no evidence to support a low‐pay no‐pay cycle. The introduction of the national minimum wage does not appear to have affected state‐dependence and stepping stone effects of low pay.",https://doi.org/10.1111/obes.12197,43.81671
ilr,2010,Enforcement and Compliance with Labor Regulations,"The author empirically analyzes the effect of government enforcement on compliance with labor regulations in Argentina, a country where only half of the workforce receives all the benefits to which they are legally entitled. Constructing a panel data set of the period 1995?2002 across provinces and using the number of labor inspectors per capita as a proxy for enforcement, he investigates the extent to which employers comply with six employment and social security regulations: minimum wage, maximum hours, paid vacation time, annual extra monthly wage, workers? compensation insurance, and health insurance. Because of potential simultaneity between enforcement and compliance, the author explores whether the electoral cycle affects enforcement. Two-stage least squares estimates suggest enforcement increases compliance.",NA,41.039104
jae,2011,Reconciling the evidence of Card and Krueger (1994) and Neumark and Wascher (2000),"We employ the original Card and Krueger (American Economic Review 1994; 84: 772–793) and Neumark and Wascher (American Economic Review 2000; 90: 1362–1396) data together with the changes-in-changes estimator to re-examine the evidence for the effect of minimum wages on employment. Our study reconciles the controversial positive average employment effect reported by the former study and the negative average employment effect reported by the latter study. Our main finding, which is supported by both datasets, is that the controversial result remains valid only for small fast-food restaurants. Copyright © 2011 John Wiley & Sons, Ltd.",https://doi.org/10.1002/jae.1258,40.94292
ilr,2010,Book Review: Labor Economics: Minimum Wages,NA,https://doi.org/10.1177/001979391006400111,40.733727
ilr,2012,"Wage Theory, New Deal Labor Policy, and the Great Depression: Were Government and Unions to Blame?","A growing number of economists blame the length and severity of the Great Depression on factors that rigidified wage rates, raised production costs, and interfered with the market allocation of labor. The target of their critique is President Franklin Roosevelt's New Deal labor program, which they portray as creating a series of large negative supply shocks through encouragement of unions, minimum wages, unemployment insurance, and other anticompetitive industrial relations practices. The author uses a combination of institutiognal and Keynesian theory to present the other side of the story. Drawing principally from the works of J. R. Commons and J. M. Keynes, he develops both a spending and a productivity rationale for stable wages during the Great Depression and demonstrates that the New Deal's interventionist labor program was on balance necessary and beneficial. He also highlights the neglected macro-economic dimension of industrial relations theory and policy.",https://doi.org/10.1177/001979391206500302,40.491783
jbes,2016,Estimation and Inference of Distributional Partial Effects: Theory and Application,"This article considers nonparametric and semiparametric estimation and inference of the effects of a covariate, either discrete or continuous, on the conditional distribution of a response outcome. It also proposes various uniform tests following estimation. This type of analysis is useful in situations where the econometrician or policy-maker is interested in knowing the effect of a variable or policy on the whole distribution of the response outcome conditional on covariates and is not willing to make parametric functional form assumptions. Monte Carlo experiments show that the proposed estimators and tests are well-behaved in small samples. The empirical section studies the effect of minimum wage hikes on household labor earnings. It is found that the minimum wage has a heterogenous impact on household earnings in the U.S. and that small hikes in the minimum wage are more effective in improving the household earnings distribution.",https://doi.org/10.1080/07350015.2016.1272458,40.11564
ir,2015,The Ups and Downs of Minimum Wage Policy: The Fair Labor Standards Act in Historical Perspective,NA,https://doi.org/10.1111/irel.12105,39.653713
ilr,2010,Minimum Wages. By David Neumark and William L. Wascher.,NA,NA,38.39787
bjir,2016,‘Fair Work’ and the Modernization of Australian Labour Standards: A Case of Institutional Plasticity Entrenching Deepening Wage Inequality,"Abstract Australia was long recognized for its relatively compressed wage structure. From the 1940s to the 1970s this was associated with a comprehensive regime of ‘award‐based’ minimum wages. Since the 1980s, this has been subjected to comprehensive ‘modernization’. After three decades of reform and in the most supportive economic environment in the OECD, Australian wage inequality has deepened. Although multiple political‐economic forces have been at play, the evolution of Australia's labour standards regime is an example of ‘institutional plasticity’ whereby the purpose and operations of wage‐setting institutions not only evolves but can actually be inverted over time.",https://doi.org/10.1111/bjir.12215,36.770386
ilr,2017,Book Review: The Long-Run Impact of Minimum Wage Research: A Case Study of <i>Myth and Measurement</i>,NA,https://doi.org/10.1177/0019793917696309b,35.118626
ej,2014,"Contractual Dualism, Market Power and Informality","We develop a search‐theoretic model of contractual dualism in formal and informal labour markets. The model (i) provides the micro‐underpinnings for endogenous determination of employer market power in the formal and informal sectors, (ii) offers a unified and coherent set‐up whereby a host of salient features of developing country labour markets can be explained together and (iii) places for the first time the Stiglerian prescription of the optimal (unemployment minimising) minimum wage in the broader context of labour markets where formal job creation is costly, where employer market power is endogenous and where formal employment, informal employment and unemployment coexist.",https://doi.org/10.1111/ecoj.12222,34.51223
jole,2016,The Employment Dynamics of Disadvantaged Women: Evidence from the SIPP,"Understanding the employment dynamics of disadvantaged families is increasingly important. We estimate duration models describing these dynamics for disadvantaged single mothers and use them to conduct a rich set of counterfactual analyses. We use a misreporting model to correct for ""seam bias,"" the problem that too many transitions are reported between reference periods in panel data. We find effects of demographics, minimum wages, unemployment rates, and maximum welfare benefits, but not policy changes introduced through state welfare waivers, on employment dynamics. We find that two commonly used ad hoc methods of addressing seam bias perform substantially worse than our approach.",https://doi.org/10.1086/686274,31.727837
ilr,2015,Do Large Modern Retailers Pay Premium Wages?,"With malls, franchise strips, and big-box retailers increasingly dotting the landscape, many are concerned that U.S. middle-class jobs in manufacturing are being replaced by minimum-wage jobs in retail. Retail jobs have spread, whereas manufacturing jobs have shrunk in number. The authors show that wage rates in the retail sector rise markedly with firm size and with establishment size. These increases are halved when they control for worker fixed effects, suggesting that better workers are sorted into larger firms. Also, higher-ability workers are promoted to the position of manager, which is associated with higher pay. The authors conclude that the growth in modern retail, characterized by larger chains of larger establishments with more levels of hierarchy, is raising wage rates relative to traditional mom-and-pop retail stores.",https://doi.org/10.1177/0019793915570877,31.110838
ir,2014,Minimum Pay Scale and Career Length in the NBA,"We use data from the National Basketball Association (NBA) to analyze the impact of minimum salaries on an employee's career length. The NBA has a salary structure in which the minimum salary a player can receive increases with the player's years of experience. The NFL has a similar minimum wage policy; research suggests that the introduction of this system shortened career length in the NFL. Using duration analysis, we fail to find evidence that the new multi‐tiered minimum wage scale in the NBA increased the probability of exit.",https://doi.org/10.1111/irel.12071,26.396637
aer,2016,Differences in Unemployment Experience Between Blacks and Whites,"twice as likely as whites to be unemployed, almost irregardless of the level of overall economic activity. Among the various explanations given for the black-white unemployment rate differential are racial discrimination, differences in the level of educational attainment, differences in the quality of education, differences in the minimum wage acceptable for employment, and differences in job search patterns and job retention. Using data for a low unemployment period (1969-70), my analysis indicates that among inner-city residents of New York City a racial disparity existed in unemployment experience and that while factors such as schooling, age, previous training, and other demographic characteristics mattered, they accounted for less than twofifths of the variations in unemployment experience. My results also indicate that the distinction between the number of spells of unemployment and the length of unemployment is an important one, and that the experience of blacks and whites differ substantially by either measure.",NA,23.442167
cje,2011,Viewpoint: Innovations in the theory and practice of redistribution policy,"Abstract We present a survey of key results from second‐best optimal redistribution theory and their implications for tax‐transfer policy. The core results include the Corlett‐Hague theorem, the Deaton conditions, the production‐efficiency theorem, the Atkinson‐Stiglitz theorem, and the Mirrlees‐Saez characterization of the optimal non‐linear income tax system. These have been augmented in recent years by optimal participation tax rates, the implications of involuntary unemployment, the use of unconventional instruments, such as minimum wages, in‐kind transfer, and workfare, and the optimal taxation of capital income and bequests.",https://doi.org/10.1111/j.1540-5982.2011.01670.x,23.175623
aer,2013,The Growth of Low-Skill Service Jobs and the Polarization of the US Labor Market,"We offer a unified analysis of the growth of low-skill service occupations between 1980 and 2005 and the concurrent polarization of US employment and wages. We hypothesize that polarization stems from the interaction between consumer preferences, which favor variety over specialization, and the falling cost of automating routine, codifiable job tasks. Applying a spatial equilibrium model, we corroborate four implications of this hypothesis. Local labor markets that specialized in routine tasks differentially adopted information technology, reallocated low-skill labor into service occupations (employment polarization), experienced earnings growth at the tails of the distribution (wage polarization), and received inflows of skilled labor. (JEL J24, J31, R23)",https://doi.org/10.1257/aer.103.5.1553,21.046377
ilr,2017,In Search of the High Road: Meaning and Evidence,"This article is the first in a series to celebrate the 70th anniversary of the ILR Review. We will be highlighting important research themes that have been featured in the journal over its many years of publication. In this article, Paul Osterman reviews research on the quality of jobs and recent debates over “High Road” and “Low Road” approaches to employment practices. Scholars and policy advocates frequently utilize the distinction between High Road and Low Road firms as a framework for efforts to improve the quality of work in low-wage employers. This article assesses the logic and evidence that underlies this construct. The author provides a definition of the concept and examines the evidence behind the assumption that firms have a choice in how they design their employment policies. He then takes up the assertion that firms that adopt a High Road model can “do well by doing good” and adds precision to this claim by reviewing the evidence that a profit-maximizing firm would benefit from following the High Road path. The article concludes by suggesting a research agenda and providing a framework for policy that flows from the conclusions drawn from the existing research base.",https://doi.org/10.1177/0019793917738757,20.635895
labour,2012,Heterogeneous Firm Responses to Rising Teenage Wages,"Abstract. Substantial youth minimum wage changes in N ew Z ealand between 2000 and 2007 raised teenage average wages by 5–10 per cent relative to those for adults. We use S tatistics N ew Z ealand's L inked E mployer– E mployee D atabase ( LEED ) to examine whether firms' teenage labour demand responses to these changes are greater for firms with higher teenage‐employment share. We find evidence that high teen‐employers reduced their teen employment relative to other firms and had lower survival rates over the period. However, firms that entered the main teen‐employment industries had higher teen‐employment shares than continuing firms. The results are consistent with endogenous technology adoption in response to non‐marginal changes in relative wages.",https://doi.org/10.1111/labr.12000,20.439358
jep,2017,"From “Made in China” to “Innovated in China”: Necessity, Prospect, and Challenges","After more than three decades of high growth based on its low-wage advantage and relatively favorable demographics—in combination with market-oriented reforms and openness to the world economy—China is at a crossroads with a much higher wage and a shrinking work force. Future growth will depend, by necessity, more on the generation of increased productivity, and domestic innovation will play an important part in this. In this paper, we assess the likelihood that China can make the necessary transition. Using data on expenditure on research and development, and patent applications, receipts, and citations, we show that the Chinese economy has become increasingly innovative. We will argue that rising wages and expanding markets are among the important drivers of China's growth in innovation. On the other hand, we find evidence of resource misallocation in the innovation area: while state-owned firms receive more subsidies, private firms exhibit more innovation results. Innovation can presumably progress even faster if resource misallocation can be tackled.",https://doi.org/10.1257/jep.31.1.49,19.436794
aer,2012,The Impact of Pollution on Worker Productivity,"This paper assesses the impact of pollution on worker productivity by relating exogenous daily variations in ozone with productivity of agricultural workers as recorded under piece rate contracts. We find robust evidence that ozone levels well below federal air quality standards have a significant impact on productivity. These results suggest that, in contrast to common characterizations of environmental protection as a tax on producers, environmental protection can also be viewed as an investment in human capital, and thus a tool for promoting economic growth.",https://doi.org/10.1257/aer.102.7.3652,18.943964
aer,2016,Monetary Growth and the Long-Run Rate of Inflation,"Arthur Okun invited me to join this panel, one presumes, to present a monetarist view of inflation. This I shall do. In my judgment the current worldwide inflWtion, like virtually all of its predecessors throughout history, stems from excessive expansion of the money supply. I believe that this could have been prevented, at least in the United States, without either loss of jobs in the long run or danger of financial collapse. The only hope of restoring reasonable price stability is to cut monetary growth to the rate of growth of full employment output and to hold it there indefinitely. Implementing such a policy will not be easy but it is our only hope. Most recent literature on inflation suffers from two serious faults: it fails to examine the problem in a sufficiently long-term perspective and it takes inadequate account of delays between causal disturbances and inflationary consequences. On the first point, most writers on inflation are preoccupied with ephemeral symptoms or temporary disturbances. Events such as a rise in the minimum wage, a poor corn crop, the formation of an international oil cartel, devaluation of the dollar vis-a-vis other major currencies -the list could on and on are capable of moving the inflation indicators upward, at least temporarily. However, such alleged causes of inflation operate only sporadically; they cannot explain a sustained rise in prices. One could write a history of inflation that would explain it as a series of unrelated accidents. As social",NA,16.28948
aer,2015,Wages and Informality in Developing Countries,"We develop an equilibrium wage-posting model with heterogeneous firms that decide to locate in the formal or the informal sector and workers who search randomly on and off the job. We estimate the model on Brazilian labor force survey data. In equilibrium, firms of equal productivity locate in different sectors, a fact observed in the data. Wages are characterized by compensating differentials. We show that tightening enforcement does not increase unemployment and increases wages, total output, and welfare by enabling better allocation of workers to higher productivity jobs and improving competition in the formal labor market. (JEL E26, J24, J31, J46, O15, O17)",https://doi.org/10.1257/aer.20121110,15.692839
aejp,2016,Particulate Pollution and the Productivity of Pear Packers,"We study the effect of outdoor air pollution on the productivity of indoor workers at a pear-packing factory. Increases in fine particulate matter (PM 2.5 ), a pollutant that readily penetrates indoors, leads to significant decreases in productivity, with effects arising at levels below air quality standards. In contrast, pollutants that do not travel indoors, such as ozone, have little, if any, effect on productivity. This effect of outdoor pollution on indoor worker productivity suggests an overlooked consequence of pollution. Back-of-the-envelope calculations suggest the labor savings from nationwide reductions in PM 2.5 generated a sizable fraction of total welfare benefits. (JEL D24, J24, L66, Q13, Q51, Q53)",https://doi.org/10.1257/pol.20150085,13.306059
ej,2012,Book Review Feature: Two Book Reviews of the Minimum Wage and Labor Market Outcomes,"One might legitimately wonder what there is new to say about the minimum wage – after all, the subject has generated an amount of research that is probably out of all proportion to the institution’s economic importance. But there is something new and distinctive about this book – as it says on the inside cover, the book ‘argues that in assessing the effects of the minimum wage (in the US and elsewhere) a behavioural framework is invaluable in guiding empirical work and the interpretation of results’. So, in contrast to much research on the minimum wage that is very empirical and with little theory behind it, this book provides a structural model of the labour market (based on assuming there are frictions and that wages are determined by Nash bargaining between employers and workers) and the estimates of that model are taken seriously for answering policy questions such as the optimal level of the minimum wage.",https://doi.org/10.1111/j.1468-0297.2011.02493.x,13.183149
aer,2014,A Grand Gender Convergence: Its Last Chapter,"The converging roles of men and women are among the grandest advances in society and the economy in the last century. These aspects of the grand gender convergence are figurative chapters in a history of gender roles. But what must the “last” chapter contain for there to be equality in the labor market? The answer may come as a surprise. The solution does not (necessarily) have to involve government intervention and it need not make men more responsible in the home (although that wouldn't hurt). But it must involve changes in the labor market, especially how jobs are structured and remunerated to enhance temporal flexibility. The gender gap in pay would be considerably reduced and might vanish altogether if firms did not have an incentive to disproportionately reward individuals who labored long hours and worked particular hours. Such change has taken off in various sectors, such as technology, science, and health, but is less apparent in the corporate, financial, and legal worlds. (JEL J3, J16, J22, J24, J31, J33, N3)",https://doi.org/10.1257/aer.104.4.1091,13.069261
eer,2014,Returns to skills around the world: Evidence from PIAAC,NA,https://doi.org/10.1016/j.euroecorev.2014.10.006,12.800804
jep,2014,From Sick Man of Europe to Economic Superstar: Germany's Resurgent Economy,"In the late 1990s and into the early 2000s, Germany was often called “the sick man of Europe.” Indeed, Germany's economic growth averaged only about 1.2 percent per year from 1998 to 2005, including a recession in 2003, and unemployment rates rose from 9.2 percent in 1998 to 11.1 percent in 2005. Today, after the Great Recession, Germany is described as an “economic superstar.” In contrast to most of its European neighbors and the United States, Germany experienced almost no increase in unemployment during the Great Recession, despite a sharp decline in GDP in 2008 and 2009. Germany's exports reached an all-time record of $1.738 trillion in 2011, which is roughly equal to half of Germany's GDP, or 7.7 percent of world exports. Even the euro crisis seems not to have been able to stop Germany's strengthening economy and employment. How did Germany, with the fourth-largest GDP in the world transform itself from “the sick man of Europe” to an “economic superstar” in less than a decade? We present evidence that the specific governance structure of the German labor market institutions allowed them to react flexibly in a time of extraordinary economic circumstances, and that this distinctive characteristic of its labor market institutions has been the main reason for Germany's economic success over the last decade.",https://doi.org/10.1257/jep.28.1.167,12.405498
jpe,2010,When Does Labor Scarcity Encourage Innovation?,"This paper studies whether labor scarcity encourages technological advances, that is, technology adoption or innovation, for example, as claimed by Habakkuk in the context of nineteenth-century United States. I define technology as strongly labor saving if technological advances reduce the marginal product of labor and as strongly labor complementary if they increase it. I show that labor scarcity encourages technological advances if technology is strongly labor saving and will discourage them if technology is strongly labor complementary. I also show that technology can be strongly labor saving in plausible environments but not in many canonical macroeconomic models.",https://doi.org/10.1086/658160,12.390483
aeja,2012,Enforcement of Labor Regulation and Informality,"Enforcement of labor regulations in the formal sector may drive workers to informality because they increase the costs of formal labor. But better compliance with mandated benefits makes it attractive to be a formal employee. We show that, in locations with frequent inspections, workers pay for mandated benefits by receiving lower wages. Wage rigidity prevents downward adjustment at the bottom of the wage distribution. As a result, lower paid formal sector jobs become attractive to some informal workers, inducing them to want to move to the formal sector. (JEL J31, J63, J88, K31, O15)",https://doi.org/10.1257/app.4.3.64,12.0021515
jep,2013,Why Hasn't Democracy Slowed Rising Inequality?,"During the past two generations, democratic forms have coexisted with massive increases in economic inequality in the United States and many other advanced democracies. Moreover, these new inequalities have primarily benefited the top 1 percent and even the top .01 percent. These groups seem sufficiently small that economic inequality could be held in check by political equality in the form of “one person, one vote.” In this paper, we explore five possible reasons why the US political system has failed to counterbalance rising inequality. First, both Republicans and many Democrats have experienced an ideological shift toward acceptance of a form of free market capitalism that offers less support for government provision of transfers, lower marginal tax rates for those with high incomes, and deregulation of a number of industries. Second, immigration and low turnout of the poor have combined to make the distribution of voters more weighted to high incomes than is the distribution of households. Third, rising real income and wealth has made a larger fraction of the population less attracted to turning to government for social insurance. Fourth, the rich have been able to use their resources to influence electoral, legislative, and regulatory processes through campaign contributions, lobbying, and revolving door employment of politicians and bureaucrats. Fifth, the political process is distorted by institutions that reduce the accountability of elected officials to the majority and hampered by institutions that combine with political polarization to create policy gridlock.",https://doi.org/10.1257/jep.27.3.103,11.676859
bjir,2018,Economic Integration and State Responses: Change in European Industrial Relations since Maastricht,"Abstract The article analyses industrial relations change in the six largest EU countries since 1992 in relation to increased internationalization pressures. Based on qualitative and quantitative analysis, it distinguishes between associational and state governance, and detects that despite a predominant, but not universal, trend of weakening trade unions and collective bargaining, no overall liberalization has occurred in the political regulation of employment (employment policies, welfare state, labour law, state support to collective bargaining, public sector). Rather than converging towards neoliberalism, industrial relations emerge as more politically contingent and dependent on multiple forms of power, which are affected by internationalization in different ways.",https://doi.org/10.1111/bjir.12307,11.635116
ilr,2017,"Corrigendum: Credible Research Designs for Minimum Wage Studies: A Response to Neumark, Salas, and Wascher","First published February 1, 2017 | Correction Original article: Sylvia Allegretto, Arindrajit Dube, Michael Reich, and Ben Zipperer. 2017. Credible Research Designs for Minimum Wage Studies: A Response to Neumark, Salas, and Wascher. ILR Review 70(3): 559–592. doi: 10.1177/0019793917692788 Arindrajit Dube received financial support from the Russell Sage Foundation for this research. This information was inadvertently omitted from the original article’s acknowledgment section.",https://doi.org/10.1177/0019793917751885,11.485846
jeea,2015,FAMILY VALUES AND THE REGULATION OF LABOR,"Journal Article Family Values and the Regulation of Labor Get access Alberto Alesina, Alberto Alesina 1Harvard University and IGIER Bocconi Search for other works by this author on: Oxford Academic Google Scholar Yann Algan, Yann Algan 2Science Po Search for other works by this author on: Oxford Academic Google Scholar Pierre Cahuc, Pierre Cahuc 3Ecole Polytechnique, CREST Search for other works by this author on: Oxford Academic Google Scholar Paola Giuliano Paola Giuliano 4UCLA Search for other works by this author on: Oxford Academic Google Scholar Journal of the European Economic Association, Volume 13, Issue 4, 1 August 2015, Pages 599–630, https://doi.org/10.1111/jeea.12121 Published: 01 August 2015",https://doi.org/10.1111/jeea.12121,11.206176
restud,2013,"Rent-sharing, Holdup, and Wages: Evidence from Matched Panel Data","Journal Article Rent-sharing, Holdup, and Wages: Evidence from Matched Panel Data Get access David Card, David Card UC Berkeley and NBER Search for other works by this author on: Oxford Academic Google Scholar Francesco Devicienti, Francesco Devicienti Università degli Studi di Torino and LABORatorio Ricardo Revelli, Collegio Carlo Alberto Search for other works by this author on: Oxford Academic Google Scholar Agata Maida Agata Maida Università degli Studi di Milano and LABORatorio Ricardo Revelli, Collegio Carlo Alberto Search for other works by this author on: Oxford Academic Google Scholar The Review of Economic Studies, Volume 81, Issue 1, January 2014, Pages 84–111, https://doi.org/10.1093/restud/rdt030 Published: 01 October 2013 Article history Received: 01 October 2011 Accepted: 01 June 2013 Published: 01 October 2013",https://doi.org/10.1093/restud/rdt030,10.645388
bjir,2015,Determinants of the Wage Share: A Panel Analysis of Advanced and Developing Economies,"Abstract Wage shares have declined substantially in all OECD countries and most developing economies since 1980. This study uses a new ILO/IILS dataset on adjusted wage shares for a panel of up to 43 developing and 28 advanced economies (1970–2007) to explain changes in wage shares and assess the relative contributions of technological change, financialization, globalization and welfare state retrenchment. We find strong negative effects of financialization as well as negative effects of welfare state retrenchment. Globalization has (in production) robust negative effects in advanced as well as in developing economies, which is at odds with the Stolper–Samuelson theorem. We find small, and for developing countries positive effects of technological change. Our results support a Political Economy approach to explaining income distribution.",https://doi.org/10.1111/bjir.12165,10.441753
qje,2010,Regulation and Distrust<sup>*</sup>,"We document that, in a cross section of countries, government regulation is strongly negatively correlated with measures of trust. In a simple model explaining this correlation, distrust creates public demand for regulation, whereas regulation in turn discourages formation of trust, leading to multiple equilibria. A key implication of the model is that individuals in low-trust countries want more government intervention even though they know the government is corrupt. We test this and other implications of the model using country- and individual-level data on trust and beliefs about the role of government, as well as on changes in beliefs during the transition from socialism.",https://doi.org/10.1162/qjec.2010.125.3.1015,10.243267
bjir,2010,Minimum Wages – By David Neumark and William L. Wascher,NA,https://doi.org/10.1111/j.1467-8543.2010.00796_2.x,10.084712
jep,2014,The Economics of Fair Trade,"Fair Trade is a labeling initiative aimed at improving the lives of the poor in developing countries by offering better terms to producers and helping them to organize. Although Fair Trade–certified products still comprise a small share of the market—for example, Fair Trade–certified coffee exports were 1.8 percent of global coffee exports in 2009— growth has been very rapid over the past decade. Whether Fair Trade can achieve its intended goals has been hotly debated in academic and policy circles. In particular, debates have been waged about whether Fair Trade makes “economic sense” and is sustainable in the long run. The aim of this article is to provide a critical overview of the economic theory behind Fair Trade, describing the potential benefits and potential pitfalls. We also provide an assessment of the empirical evidence of the impacts of Fair Trade to date. Because coffee is the largest single product in the Fair Trade market, our discussion here focuses on the specifics of this industry, although we will also point out some important differences with other commodities as they arise.",https://doi.org/10.1257/jep.28.3.217,10.054635
jep,2015,Why Are There Still So Many Jobs? The History and Future of Workplace Automation,"In this essay, I begin by identifying the reasons that automation has not wiped out a majority of jobs over the decades and centuries. Automation does indeed substitute for labor—as it is typically intended to do. However, automation also complements labor, raises output in ways that leads to higher demand for labor, and interacts with adjustments in labor supply. Journalists and even expert commentators tend to overstate the extent of machine substitution for human labor and ignore the strong complementarities between automation and labor that increase productivity, raise earnings, and augment demand for labor. Changes in technology do alter the types of jobs available and what those jobs pay. In the last few decades, one noticeable change has been a “polarization” of the labor market, in which wage gains went disproportionately to those at the top and at the bottom of the income and skill distribution, not to those in the middle; however, I also argue, this polarization and is unlikely to continue very far into future. The final section of this paper reflects on how recent and future advances in artificial intelligence and robotics should shape our thinking about the likely trajectory of occupational change and employment growth. I argue that the interplay between machine and human comparative advantage allows computers to substitute for workers in performing routine, codifiable tasks while amplifying the comparative advantage of workers in supplying problem-solving skills, adaptability, and creativity.",https://doi.org/10.1257/jep.29.3.3,10.015442
jep,2011,When and Why Incentives (Don't) Work to Modify Behavior,"First we discuss how extrinsic incentives may come into conflict with other motivations. For example, monetary incentives from principals may change how tasks are perceived by agents, with negative effects on behavior. In other cases, incentives might have the desired effects in the short term, but they still weaken intrinsic motivations. To put it in concrete terms, an incentive for a child to learn to read might achieve that goal in the short term, but then be counterproductive as an incentive for students to enjoy reading and seek it out over their lifetimes. Next we examine the research literature on three important examples in which monetary incentives have been used in a nonemployment context to foster the desired behavior: education; increasing contributions to public goods; and helping people change their lifestyles, particularly with regard to smoking and exercise. The conclusion sums up some lessons on when extrinsic incentives are more or less likely to alter such behaviors in the desired directions.",https://doi.org/10.1257/jep.25.4.191,9.940757
aer,2010,Multinationals and Anti-Sweatshop Activism,"During the 1990s, anti-sweatshop activists campaigned to improve conditions for workers in developing countries. This paper analyzes the impact of anti-sweatshop campaigns in Indonesia on wages and employment. Identification is based on comparing the wage growth of workers in foreign-owned and exporting firms in targeted regions or sectors before and after the initiation of anti-sweatshop campaigns. We find the campaigns led to large real wage increases for targeted enterprises. There were some costs in terms of reduced investment, falling profits, and increased probability of closure for smaller plants, but we fail to find significant effects on employment. (JEL F23, J31, J81, L67, O14, O15)",https://doi.org/10.1257/aer.100.1.247,9.78848
jlr,2014,The $10.10 Minimum Wage Proposal: An Evaluation across States,NA,https://doi.org/10.1007/s12122-014-9190-8,9.688444
restat,2010,Self-Selection Patterns in Mexico-U.S. Migration: The Role of Migration Networks,"This paper examines the role of migration networks in determining self-selection patterns of Mexico-U.S. migration. A simple theoretical framework shows the impact of networks on migration incentives at different education levels and how this affects the composition of migrant skills. Empirically, we find positive or education-neutral selection in communities with weak migrant networks but negative self-selection in communities with stronger networks. This is consistent with high migration costs driving positive or intermediate self-selection, as advocated by Chiquiar and Hanson (2005), and with negative self-selection being driven by lower returns to education in the United States than in Mexico, as advocated by Borjas (1987).",https://doi.org/10.1162/rest_a_00032,9.41304
qje,2014,Trade Adjustment: Worker-Level Evidence *,"Abstract We analyze the effect of exposure to international trade on earnings and employment of U.S. workers from 1992 through 2007 by exploiting industry shocks to import competition stemming from China’s spectacular rise as a manufacturing exporter paired with longitudinal data on individual earnings by employer spanning close to two decades. Individuals who in 1991 worked in manufacturing industries that experienced high subsequent import growth garner lower cumulative earnings, face elevated risk of obtaining public disability benefits, and spend less time working for their initial employers, less time in their initial two-digit manufacturing industries, and more time working elsewhere in manufacturing and outside of manufacturing. Earnings losses are larger for individuals with low initial wages, low initial tenure, and low attachment to the labor force. Low-wage workers churn primarily among manufacturing sectors, where they are repeatedly exposed to subsequent trade shocks. High-wage workers are better able to move across employers with minimal earnings losses and are more likely to move out of manufacturing conditional on separation. These findings reveal that import shocks impose substantial labor adjustment costs that are highly unevenly distributed across workers according to their skill levels and conditions of employment in the pre-shock period.",https://doi.org/10.1093/qje/qju026,9.222233
jole,2016,Analysis of Wage Compression Effect of the Minimum Wage within Establishment,NA,NA,8.952546
